,Year-Month,Close(Average),Avg Monthly Returns,Log-Data
0,2016-03,23.98913369859968,,3.1776009652616835
1,2016-04,24.174308050246463,0.771909290153272,3.18529041839597
2,2016-05,21.622306914556596,-10.55666673224117,3.073725509319676
3,2016-06,22.016291184858844,1.822119498438024,3.0917826877199213
4,2016-07,22.457023525238036,2.0018464357988375,3.1116034171640097
5,2016-08,24.648451846578848,9.75832045986862,3.2047140931037337
6,2016-09,25.396677471342542,3.0355887234660095,3.2346183572534897
7,2016-10,26.50778261820475,4.375001998257333,3.2774383735813983
8,2016-11,25.35272825331915,-4.35741601446642,3.2328863476513034
9,2016-12,26.328081675938197,3.847133976562689,3.270636113882436
10,2017-01,27.533379650115968,4.577993904050048,3.3153990740650094
11,2017-02,30.88286701001619,12.165187864563933,3.4302015644354835
12,2017-03,32.520451089610226,5.3025649434131905,3.4818691557276322
13,2017-04,33.04519793861791,1.6135903144816277,3.4978762588762695
14,2017-05,35.298829165371984,6.819844840815414,3.563849795269403
15,2017-06,34.32982808893377,-2.745136593337205,3.5360145998524537
16,2017-07,34.43853988647461,0.3166686336418811,3.5391762827976936
17,2017-08,37.02982529349949,7.524376514123321,3.6117236769424634
18,2017-09,36.74403247833252,-0.7717908818142383,3.6039758309315637
19,2017-10,36.79270432212136,0.1324619006298322,3.605299573404069
20,2017-11,40.290144784109934,9.505798843619552,3.6961068927463137
21,2017-12,40.21795768737793,-0.1791681244105891,3.6943136045216156
22,2018-01,40.71251442318871,1.229691322605353,3.706535524871585
23,2018-02,39.33456902754934,-3.3845745347885647,3.6721037512587285
24,2018-03,40.993840898786274,4.218355284571196,3.713421833439033
25,2018-04,39.89863513764881,-2.6716349020369345,3.6863421162342713
26,2018-05,43.69574598832564,9.516894093186234,3.777250751558229
27,2018-06,44.48311070033482,1.801925322935416,3.795109582306688
28,2018-07,44.88167027064732,0.8959795392850189,3.804029476891076
29,2018-08,50.43834022853685,12.38071115531456,3.9207516046975943
30,2018-09,52.5559236626876,4.198360660870182,3.9618778152838026
31,2018-10,52.26529859459919,-0.5529825143093081,3.9563326440574005
32,2018-11,45.37463578723726,-13.18401117500546,3.814953265825247
33,2018-12,39.01088413439299,-14.024909605190118,3.663840687563015
34,2019-01,36.612249101911274,-6.148630275126255,3.6003828593317717
35,2019-02,40.91186362818668,11.743650367687874,3.711420085247095
36,2019-03,43.71632966541109,6.854896816023404,3.777721708855878
37,2019-04,47.82394045875186,9.396055947008676,3.8675263605331094
38,2019-05,45.734846115112305,-4.3683024100479635,3.822860504395382
39,2019-06,46.20114002227783,1.0195593661600943,3.83300447359013
40,2019-07,49.13343533602628,6.346802941084384,3.8945397671234985
41,2019-08,49.20812138644132,0.1520065712976359,3.89605867870601
42,2019-09,52.391236305236816,6.468677992800931,3.958739331256544
43,2019-10,56.54694681582244,7.932071857159495,4.035071210226098
44,2019-11,63.24449710845947,11.844229741441993,4.14700812158492
45,2019-12,66.65757733299618,5.396643788128386,4.1995687285797265
46,2020-01,75.18858628045945,12.798258335801126,4.31999944125094
47,2020-02,75.17265841835423,-0.0211838829444199,4.319787579980482
48,2020-03,63.413294011896305,-15.643140277165912,4.149673524192635
49,2020-04,65.81556447347005,3.788275785079187,4.186856352509589
50,2020-05,75.05474853515625,14.03799258670868,4.318217827698909
51,2020-06,83.78196092085405,11.627795117599929,4.428217720841235
52,2020-07,92.6151632829146,10.543083815387156,4.528452878601957
53,2020-08,113.84568060012091,22.923370822499933,4.734843852397154
54,2020-09,111.77132997058686,-1.822072316313994,4.71645508749991
55,2020-10,113.02175313776188,1.1187333706274003,4.7275803058294175
56,2020-11,113.58027000427246,0.4941675836772852,4.732509811663158
57,2020-12,123.795353976163,8.99371340771269,4.818629831082335
58,2021-01,129.3839605231034,4.5143911846776685,4.862784421703224
59,2021-02,128.06982943886206,-1.0156831487676543,4.852575657656521
60,2021-03,118.70210664168648,-7.314543041261357,4.776617049071333
61,2021-04,128.385138738723,8.157422282542681,4.8550346426469915
62,2021-05,123.65393524169922,-3.685164454004497,4.81748681911162
63,2021-06,126.79413708773528,2.5395082169427763,4.842564803455712
64,2021-07,141.6053750174386,11.681327125918028,4.95304413970189
65,2021-08,144.74720348011363,2.2187211906949944,4.974988796612686
66,2021-09,144.91171555292038,0.1136547503864937,4.976124698735394
67,2021-10,142.23210943312873,-1.849130078660266,4.957460296612765
68,2021-11,150.90420968191964,6.097146617141425,5.016645262547836
69,2021-12,169.82790166681465,12.540201512458092,5.134785581148472
70,2022-01,166.21590194702148,-2.1268588284624523,5.113287557429315
71,2022-02,166.3624637001439,0.0881755303828502,5.114168924215304
72,2022-03,161.96860338293988,-2.641136840293279,5.087402510171372
73,2022-04,163.44863052368163,0.9137740956144168,5.09649875457092
74,2022-05,145.59966823032923,-10.920227496654554,4.980860857122141
75,2022-06,137.1737278529576,-5.787060149094803,4.921248209003422
76,2022-07,146.86030044555665,7.061536304519267,4.9894817978170725
77,2022-08,163.94053251846978,11.630258157646246,5.099503755471834
78,2022-09,150.33862522670202,-8.29685440373652,5.012890251279562
79,2022-10,142.48822239467077,-5.22181363584594,4.9592593464310575
80,2022-11,143.5077594575428,0.7155237434628425,4.966389106612653
81,2022-12,135.700560433524,-5.440262640521931,4.910450696777203
82,2023-01,133.63600158691406,-1.5214077524914216,4.895119697757173
83,2023-02,148.72872764185854,11.2939072373611,5.002124026749509
84,2023-03,152.7518483037534,2.7050057683426276,5.0288146981667365
85,2023-04,162.68889577765214,6.505353345472131,5.091839762219492
86,2023-05,170.29770521684125,4.676907666512231,5.1375481126327065
87,2023-06,181.90298607235863,6.814701842717308,5.203473501400103
88,2023-07,189.9261589050293,4.410687809973135,5.2466353592794714
89,2023-08,178.9007097327191,-5.805124073416012,5.186830957710376
90,2023-09,174.95213012695314,-2.207134679155387,5.164512394372345
91,2023-10,172.64529835094106,-1.3185502653429435,5.151239191208846
92,2023-11,183.89057123093377,6.513512379082642,5.214340859120952
93,2023-12,192.31068420410156,4.5788715086395815,5.259112211135061
94,2024-01,185.79415820893783,-3.3885407990372873,5.224639384598786
95,2024-02,183.0378631591797,-1.483520836354013,5.209693033949227
96,2024-03,171.1389907836914,-6.500771026342445,5.142476037950734
97,2024-04,168.07492065429688,-1.790398620070932,5.124409836269889
98,2024-05,184.77942449396303,9.938724810719757,5.21916281369052
99,2024-06,204.6801629317434,10.769996980064487,5.321448579968153
100,2024-07,222.87491885098544,8.889359700827292,5.4066107120822195
101,2024-08,220.1137563532049,-1.2388843536165872,5.394144487048243
102,2024-09,222.29774551391603,0.992209299816138,5.404017679280919
103,2024-10,228.55473526664403,2.8146888031918005,5.431775723297072
104,2024-11,226.51166839599608,-0.8939070408077066,5.422796459693293
105,2024-12,247.96827988397507,9.472629661827291,5.513300834290958
106,2025-01,233.31248397827147,-5.910351079001341,5.452378688004118
107,2025-02,237.41222823293583,1.7571902646436044,5.469797989833591
108,2025-03,221.7364385695685,-6.602772645723675,5.401489462925281
109,2025-04,200.3107721237909,-9.662672758701952,5.299870021174714
110,2025-05,203.24083528064543,1.4627586553576544,5.314391656541163
111,2025-06,200.04823532104493,-1.57084571867262,5.298558514074859
112,2025-07,210.6399154663086,5.294563147865694,5.350150113869651
113,2025-08,224.15128072102863,6.414437275484541,5.412321184263593
114,2025-09,242.02488417852493,7.973902000471367,5.489040548054321
115,2025-10,257.80383765179175,6.5195583201385965,5.552198976553295
116,2025-11,271.33374184056333,5.248139171243071,5.603349582888199
117,2025-12,276.0480582497337,1.7374604342207167,5.6205749746525475
118,2026-01,257.40863647460935,-6.752237959327257,5.550664847336556
119,2026-02,269.1110133120888,4.546225409431348,5.595123983361723
120,2026-03,261.3499973842076,-2.8839458602464285,5.56586049515016
